"New York

As the North Atlantic Treaty Organization prepares for its annual summit next week, there is much talk about tensions between Europe and Donald Trump’s United States. But just as the American public is divided over Mr. Trump, Europe has its own deep fissures. The most prominent example is Brexit, Britain’s vote, months before Mr. Trump’s election, to leave the European Union. A close second may be the EU’s clash with Poland, its largest Eastern European member.

...",world
"PARIS—A key figure on the left of Emmanuel Macron’s governing coalition quit as environment minister Tuesday, exposing a rare fracture in the alliance and undercutting the French president’s efforts to calm leftist supporters restive over his pro-business agenda.

Nicolas Hulot, a hero of the left, environmental campaigner and former TV host, delivered a broadside to the Macron government by announcing his resignation during a live radio interview. Mr. Hulot said he hadn’t yet spoken with the president about his resignation,...",world
"The Myanmar army chief whom United Nations investigators want to prosecute for genocide has sought refuge at Russian social-media site VK, after being banned from Facebook.

Senior Gen. Min Aung Hlaing’s new page, dubbed “Commander-in-Chief of the Defense Services” and authenticated by military sources, so far has refrained from the invective he directed at the Muslim Rohingya minority on Facebook, where he described them as illegal immigrants and terrorists.

...",world
"The Trump Administration’s regulatory rollback continues to be overshadowed by the White House circus. In case you missed the news late last week, the Education Department is moving to reverse two Obama rules that would have cost taxpayers tens of billions of dollars and diminished education options for students who can’t afford tuition at Stanford or Georgetown.

Education Secretary Betsy DeVos is proposing to repeal the Obama Administration’s 2014 “gainful employment” rule, which was the tip of the left’s spear against for-profit...",politics
"Republican state attorneys general plan to argue Wednesday before a federal judge that the Affordable Care Act is unconstitutional and should be struck down, making their case as some GOP candidates are trying to shift focus away from the health law.

The lawsuit asserts that the health law is illegitimate now that Congress has repealed the ACA’s tax-based penalty on people who don’t have health insurance. When the Supreme Court upheld the ACA in 2012 as constitutional, it cited Congress’s taxing power under the Constitution.

...",politics
"Donald Trump singled out a North Korean defector during the State of the Union address, seeking to turn the human-rights activist into a symbol of the brutality of Kim Jong Un's regime. Here's Ji Seong-ho's harrowing story.

The sight of North Korean defector Ji Seong-ho hoisting a pair of homemade crutches above his head during extended applause will be one of the enduring images of the 2018 State of the Union address.

The 35-year-old managed to escape the dictatorship in 2006, President Donald Trump explained, even though he’d lost a leg and a hand stealing coal from a train as a teenager.

Since...",politics
"Are Republicans trying to lose their majorities in Congress this November? We assume not, but you can’t tell from the party’s internal feuding over immigration that is fast becoming an election-year nightmare over separating immigrant children from their parents. This is what happens when restrictionists have a veto over GOP policy.

Democrats fanned out across the U.S. this weekend to highlight the turmoil caused by the Trump Administration’s new “zero-tolerance” policy of detaining all adult aliens crossing the border illegally....",politics
"For decades, Allen Weisselberg operated in the shadows of the Trump Organization, a trusted executive so hidden from public view that one former colleague described him as a “ghost man.”

Now the 71-year-old chief financial officer and loyal confidant of President Trump has been thrust into the spotlight, drawn into legal matters swirling around Mr. Trump.

As treasurer of the Trump Foundation, Mr. Weisselberg was cited in a civil suit filed in June by the New York Attorney General’s office, alleging that the charity engaged in self-dealing, though he wasn’t a defendant and hasn’t been accused of wrongdoing. The foundation is fighting the lawsuit, saying it is without merit.

Mr. Weisselberg has been subpoenaed to testify as a witness before a federal grand jury as part of an investigation into the activities of Mr. Trump’s former personal lawyer Michael Cohen, people familiar with the matter say. Mr. Cohen hasn’t been charged, and has denied wrongdoing.

Mr. Weisselberg also has been linked to hush payments to two women who allegedly had sex with Mr. Trump, deals that are under scrutiny in that investigation. Mr. Trump has denied having sex with the women.

With his deep knowledge of Mr. Trump’s personal finance and business dealings, including throughout his presidential campaign, Mr. Weisselberg could be a critical resource for investigators in these legal matters, people familiar with the matter say.

Mr. Weisselberg didn’t respond to repeated requests for comment on this article. A lawyer representing him didn’t respond to a request for comment. The Trump Organization didn’t respond to requests for comment.

The bespectacled Mr. Weisselberg has been little known outside of Mr. Trump’s core inner circle at the Trump Organization.

But within that circle, he has long been a central figure in Mr. Trump’s business and foundation work. That role expanded after the election, when Mr. Trump handed him, alongside Mr. Trump’s adult sons, control of his financial interests.

Mr. Weisselberg also had involvement in Mr. Trump’s political life, such as fielding questions from Trump administration officials about the status of surplus inaugural funds, according to people familiar with the matter.

Mr. Weisselberg could at times play hardball. In 2007, he was alleged to have tried to get a law firm’s bill cut in half after a clerical error in which the Trump Organization inadvertently received a bill from the firm that was intended for another client.

He threatened to inform the other client of the error unless the law firm agreed to a 50% discount on legal bills, according to a letter filed in a New York state court written by attorney David Piedra at the law firm, Morrison Cohen.

“Mr. Weisselberg stated that he is holding the page in his drawer until he receives our firm’s response to his demand,” Mr. Piedra wrote, saying that the move “smacks of extortion.”

The Trump Organization disputed its bill from Morrison Cohen in an ensuing legal dispute between the two firms, which was settled and terms weren’t made public. Mr. Weisselberg and his lawyer didn’t respond to requests for comment on the incident. The Trump Organization didn’t respond to a request for comment. Morrison Cohen declined to comment.

His name also emerged in the pending suit by the New York attorney general, which alleged a “pattern of illegal conduct” by the Donald J. Trump Foundation, including self-dealing transactions to benefit Mr. Trump’s personal and business interests and improper coordination with his presidential campaign.

State investigators said in court papers that the Trump Organization accounting staff, including Mr. Weisselberg, administered the foundation’s charitable assets without supervision or training, according to the “whim” of Mr. Trump.

Leading up to the 2016 election, the foundation was “co-opted” by the Trump campaign, the suit alleged, violating state and federal laws governing charities’ engagements in political activity and related transactions.

In a January 2016 email exchange cited in the complaint, Mr. Weisselberg corresponded with then-campaign manager Corey Lewandowski about disbursing donations received during a fundraiser for veterans, which the lawsuit alleges was improperly directed by the campaign with administrative assistance from the foundation.

In testimony quoted in the suit, Mr. Weisselberg said he didn’t know what Mr. Lewandowski wanted with the money. “I had nothing to do with the political side of anything,” he told investigators, according to court papers. “I just wanted to get checks prepared.”

Related Video A secretive grand jury of anonymous Americans is playing a key role in the Russia investigation. WSJ's Shelby Holliday explains.

A Trump Organization spokeswoman has called the suit “politics at its very worst.” The organization didn’t respond to a request for comment. Mr. Weisselberg hasn’t commented publicly on the suit. Mr. Lewandowski didn’t respond to a request for comment.

Meantime, Mr. Weisselberg arranged for the Trump Organization to pay Mr. Cohen after Mr. Cohen made an October 2016 payment of $130,000 to former adult-film star who had alleged that she had a sexual encounter with Mr. Trump.

A person familiar with Mr. Weisselberg’s thinking said he didn’t know about the payment when he agreed to a $35,000 monthly retainer for Mr. Cohen in January 2017.

Mr. Weisselberg also surfaced in a tape Mr. Cohen secretly made during a September 2016 meeting with Mr. Trump. Mr. Cohen spoke with his boss about buying the rights to a former Playboy model’s story of an affair with Mr. Trump, according to the recording, which is under review by federal prosecutors.

Mr. Cohen said he planned to set up a company to pay, adding “I’ve spoken with Allen Weisselberg about how to set the whole thing up.” Mr. Cohen created a shell company that month to make the payment, The Journal has reported.

It isn’t clear if Mr. Cohen actually spoke with Mr. Weisselberg about this payment, which never was made.

Write to Rebecca Davis O’Brien at Rebecca.OBrien@wsj.com and Alexandra Berzon at alexandra.berzon@wsj.com

—Kimberly Johnson, Julie Bykowicz and Rebecca Ballhaus contributed to this article.",politics
"President Trump’s detractors see White House counsel Don McGahn’s cooperation with special counsel Robert Mueller as a breakthrough in Mr. Mueller’s investigation. From personal experience, I see it as further evidence that the president and his advisers have concluded Mr. Trump has done nothing wrong and has nothing to hide.

I was White House counsel during the Iran-Contra affair, a case in which President Reagan was accused of the unauthorized use of government funds, illegally selling weapons to Iran, trading arms for hostages in violation of longstanding U.S. policies, an illegal coverup, and misleading Congress and the American people. These charges were pressed eagerly by the media and committees of Congress, which was fully controlled by Democrats beginning in 1987. As today, the media—led by the New York Times, the Washington Post and CNN—and Democrats in Congress hoped to bring about the impeachment of a Republican president.

In writing my book about the Reagan presidency, I counted the number of articles about Iran-Contra in the Times and the Post between Nov. 6, 1986, when the scandal became public, and Jan. 31, 1987, when I got tired of counting. In that three-month period, there were 555 stories in the Post and 505 in the Times, an average of more than five a day in each paper. If you think the media frenzy of today is unprecedented, think again.

Under the law in 1986, an “independent counsel” could be appointed by a special panel of appellate-court judges. Lawrence Walsh, a former prosecutor, took the job. He did not issue his report until 1993, more than six years after his appointment. But Iran-Contra fizzled as a major public issue once it became clear that the president was not guilty of anything and was not going to be impeached.

From the outset, it was clear to me that Reagan was innocent of any wrongdoing. He certainly had approved the sale of arms to Iran—which he had publicly acknowledged as his policy. But he refused to admit that he had intended to trade arms for the American hostages that were then held in Lebanon by Hezbollah, the jihadist organization that is still an ally and dependency of Iran. Even if it was a trade, it was well within the president’s powers and not illegal.

The responsible parties, it soon became clear, were Oliver North, then a Marine lieutenant colonel on the staff of the National Security Council, and John Poindexter, the president’s national security adviser. Having received the president’s authority to ship arms to Iran, they had used the proceeds to support the Contras, a rebel group fighting the communist government of Nicaragua.

The misuse of the proceeds of the arms sales—funds that belonged to the U.S.—probably would have been an impeachable offense. Yet it was clear from my discussions with Reagan and his chief of staff, Donald Regan, that neither knew of what had come to be called the “diversion of funds to the Contras.” Many months later, when Mr. Poindexter finally testified to Congress, he said that he had authorized the diversion and not told the president. Until that statement, there remained hope among Reagan’s opponents that he would be found responsible and ultimately impeached.

Having concluded at the outset of the scandal that there was no legal jeopardy for the president, I authorized, in my capacity as White House counsel, cooperation with the congressional investigating committees and the independent counsel. I also met with and testified to the independent counsel. The release of all relevant documents by the White House and the Defense and State departments was probably the reason for the enormous number of press articles. Any document that suggested a problem for the president was immediately leaked and set off more rumors and imputations from unnamed sources about his presumed guilt and impeachment jeopardy.

The price for this was a terrible year for the president and all of us in the White House. Yet Reagan left office at the end of eight years having accomplished what he intended when he took the job—and with positive approval ratings that improved over time.

All this throws some light on Mr. McGahn’s cooperation with Mr. Mueller’s investigation. It seems to be part of a sensible White House strategy when the president is not guilty of wrongdoing. In politics, the coverup is often worse than the crime. If Mr. Trump’s advisers have concluded that he is innocent, it makes a great deal of sense to be as open as possible with all investigations, even if the result is a media frenzy. It also supports the argument that Rudy Giuliani, Mr. Trump’s private lawyer, is currently making: There is no need for the president himself to meet with Mr. Mueller.

The president has hurt himself by constantly attacking the Mueller investigation. He should be going about his presidential business and simply ignoring the media’s fascination with the issue. Nevertheless, he apparently has authorized the release of millions of documents and permitted interviews with a large number of White House staff members. It is in that context that the McGahn interviews occurred, and they are likely to have occurred long ago, since Mr. McGahn was clearly a key witness to the president’s intentions and would have been among the first to be called for an interview.

None of this proves that the president is innocent, but it would be an incomprehensible strategy if he is not.

Mr. Wallison is a senior fellow at the American Enterprise and author of “ Ronald Reagan : The Power of Conviction and the Success of his Presidency” (2002) and “Judicial Fortitude: The Last Chance to Rein In the Administrative State,” forthcoming in September.",politics
"WASHINGTON—Recently declassified U.S. interrogation reports shed new light on one of Iraq’s most prominent Shiite political figures and Iran’s role in training and arming Iraqi militias that attacked U.S. troops during the Iraq war.

The interrogations of Qais al-Khazali resonate today because he leads a major Shiite militia group whose power has grown after recent elections in Iraq, where the U.S. and Iran are jostling for influence.

...",world
"Michael Cohen’s lawyer is on the talk-show circuit teasing the possibility that his client might have the long-sought evidence of Russian collusion for special counsel Robert Mueller. Mr. Mueller for his part must be wondering why Team Cohen seems to be doing everything it can to present the former Trump attorney as an unserious partisan axe-grinder rather than a credible witness.

The website Mediaite asks:

So why, exactly, has Lanny...",politics
"We figure we’ve seen everything, but then Chuck Schumer keeps providing a daily education in weird political science. The Senate Democratic leader on Tuesday attempted the double bank shot of claiming that Brett Kavanaugh shouldn’t be confirmed for the Supreme Court because Michael Cohen copped a guilty plea.

“It is unseemly for the President of the United States to be picking a Supreme Court Justice who could soon be, effectively, a juror in a case involving the President himself,” Mr. Schumer declared, picking up a trope...",politics
"WASHINGTON—Don McGahn, the top attorney in the White House, will leave his post in the coming months after the Senate vote on President Trump’s second Supreme Court nominee.

Mr. McGahn, the White House counsel, would be the latest among Mr. Trump’s senior aides to depart, and also the one most closely associated with the special counsel’s Russia investigation that has ensnared several of his former colleagues.

He will leave the White House in the fall, Mr. Trump announced in a Twitter post on Wednesday.

Mr. McGahn, who was also chief counsel for Mr. Trump’s campaign, had discussed his departure with the president earlier this year, but was surprised by the tweet, as were several other senior White House aides, including chief communications adviser Bill Shine, according to a person familiar with the matter.

Mr. Shine declined to comment on Mr. McGahn’s coming departure.

Mr. McGahn’s exit would coincide with the vote on Supreme Court nominee Brett Kavanaugh, a process Mr. McGahn has overseen after shepherding the confirmation of Justice Neil Gorsuch last year.

“Don McGahn’s a really good guy, been with me for a long time,” Mr. Trump said at the White House. “He’s done an excellent job.”

Mr. McGahn’s successor hasn’t been decided, White House officials said, but West Wing officials have long expected the role to be filled by Emmet Flood, a veteran Washington attorney who joined the administration in May.

Mr. McGahn, who pushed for Mr. Flood’s appointment to the White House legal team, has been helping groom Mr. Flood to take over, according to people familiar with the matter.

Some Trump allies are also pushing for Makan Delrahim, the assistant U.S. attorney general for the antitrust division of the Justice Department. Mr. Delrahim, who led the Trump administration’s effort to block AT&T Inc.’s acquisition of Time Warner Inc., is viewed as having more of a political background than Mr. Flood, said one person familiar with the matter.

Mr. Delrahim was staff director and chief counsel to the Senate Judiciary Committee under Sen. Orrin Hatch (R., Utah), and he also wrote an opinion piece in the New York Post in 2016 urging Republicans to unite behind Mr. Trump in order to prevent Democrats from filling Supreme Court vacancies.

In the Trump White House, Mr. Flood has focused on special counsel Robert Mueller’s investigation of Russian interference in the 2016 U.S. election and any possible collusion between Mr. Trump’s campaign and Moscow. The probe has led to the recent conviction of Mr. Trump’s former campaign manager, Paul Manafort, and to a guilty plea by Michael Flynn, Mr. Trump’s former White House national security adviser, among other cases. Mr. Trump and Russia have denied any wrongdoing.

Mr. McGahn cooperated extensively with Mr. Mueller’s investigation, sitting for 30 hours of interviews.

Mr. Trump has said he gave Mr. McGahn permission to do so. On Wednesday, Mr. Trump said he was unconcerned by Mr. McGahn’s cooperation: “We do everything straight, we do everything by the book,” he said.

Mr. Flood, a former partner at Williams & Connolly LLP known as a skilled criminal-defense attorney, is best known for his role representing former President Bill Clinton during his impeachment proceedings in the late 1990s.

Mr. Flood also served in the White House counsel’s office under former President George W. Bush, where he handled congressional investigations, including a review of the Bush administration’s controversial firings of seven U.S. attorneys.

Those who know Mr. Flood say he has brought a measured and moderate temperament to Mr. Trump’s legal team.

“People like him,” White House press secretary Sarah Sanders said on Wednesday. “He’s super well-respected around the building, but there’s not a plan locked in place at this point.”

News of Mr. McGahn’s departure drew concern from Capitol Hill, including from Senate Judiciary Committee Chairman Chuck Grassley, who an aide said had no advance notice of the move.

“I hope it’s not true McGahn is leaving WhiteHouse Counsel,” Mr. Grassley, an Iowa Republican, wrote on Twitter. “U can’t let that happen.”

Senate Majority Leader Mitch McConnell (R., Ky.) said Mr. McGahn’s “departure from the White House, whenever that may be, would be a big loss for the Trump administration and the country.”

Newsletter Sign-up

During his time at the White House, Mr. McGahn has overseen the successful confirmation of Justice Gorsuch and has been in charge of the recent nomination of Mr. Kavanaugh. He has also been focused on filling other judicial vacancies and staffing the Justice Department’s legal teams.

Mr. McGahn’s work on judicial appointments has “set an amazing stage” for his successor, said former Republican House Speaker Newt Gingrich. “The president will miss him.”

Mr. McGahn has mused to friends about stepping down, and his battles with Mr. Trump over the Russia investigation and other legal matters, including the president’s initial plan to block immigration from several Muslim-majority countries, often left colleagues with the impression that he was preparing to quit. His plan to leave this fall was first reported by Axios.

Amid rumors of his departure, several of his top aides in the counsel’s office have announced their departures. Uttam Dhillon, a deputy White House counsel, was recently named head of the Drug Enforcement Administration. And Stefan Passantino, the counsel office’s chief ethics attorney, is leaving on Friday, according to a person familiar with the matter.

Mr. McGahn’s pending departure leaves just a handful of senior aides in place who joined the Trump White House as top staffers on inauguration day in 2017.

Those include senior advisers Ivanka Trump and Jared Kushner, the president’s daughter and son-in-law; Kellyanne Conway and Johnny DeStefano, both counselors to the president; senior adviser Stephen Miller; social media director Dan Scavino; and Deputy Chief of Staff Chris Liddell.

—Vivian Salama

contributed to this article.

Write to Michael C. Bender at Mike.Bender@wsj.com",politics
"Iran said Monday that it had agreed to a deal to deepen military cooperation with Syria, reaffirming its intention to remain in the country despite moves by the U.S. and its allies to contain Tehran’s military reach.

Iran and Syria reached the deal following meetings Sunday between their defense ministers and Syria’s President Bashar al-Assad, according to Iran’s semiofficial Tasnim News Agency. The report offered no further details. Syrian state-linked media said the two sides reaffirmed the need the develop long-term cooperation,...",world
"VIENNA—Iran continues to fulfil the key requirements of the 2015 nuclear deal, the United Nations atomic agency said Thursday, despite the U.S. withdrawal from the agreement.

The report comes as tensions between Iran and the West have sharpened, amidst rising U.S. economic pressure on Tehran and allegations that Tehran was involved in a terror plot in Europe.

In...",world
"The ball is in Mitch McConnell’s court again. He guided Neil Gorsuch to a seat on the Supreme Court with ease in 2017. He’s a perfect 21 for 21 in confirming the federal appeals-court nominees of President Trump, with more to come this year. Given the thin margin he has to work with, this is impressive.

Mr. McConnell adopted as his top priority as Senate majority leader an ambitious effort to make the federal courts more conservative—from top to bottom. There’s only one way to do this—fill every judicial vacancy with a conservative.

...",politics
"President Donald Trump reversed course Tuesday on comments he made a day before during a news conference with Vladimir Putin, saying he had full faith in the U.S. intelligence community’s conclusion that Russia attempted to interfere with the 2016 election. Photo: LEAH MILLIS/REUTERS

WASHINGTON—President Donald Trump said he has “full faith” in U.S. intelligence services and accepts that Russia meddled in the 2016 elections, reversing course from his remarks alongside Vladimir Putin Monday after a barrage of criticism that he failed to stand up to the Russian president.

Mr. Trump’s revision, given in remarks at the White House Tuesday, came after U.S. officials and some of the president’s closest allies voiced concern that the Helsinki summit—and several contentious days in Europe that preceded it—had...",politics
"The provisional trade deal that President Trump has struck with Mexico may harm U.S. companies and consumers, but it is vastly better than the alternative.

The U.S. and Mexico on Monday announced that they had come to an agreement on issues that have been holding up retooling the North American Free Trade Agreement, clearing the way for the U.S. and Canada to hash out their differences. Despite Mr. Trump’s rhetorical flourish—“they used to call it Nafta”—and the fact that he has portrayed any agreement with Canada as separate,...",politics
"After the U.S. and Mexico announced a trade deal Monday, Canada is scrambling to come to an agreement with the two countries by the end of the week. WSJ's Shelby Holliday takes a look at some sticking points. Photo: Getty Images

The U.S. and Canada missed a Friday deadline imposed by the Trump administration to revamp the North American Free Trade Agreement, but agreed to extend talks rather than rip up the quarter-century-old treaty.

After four days of marathon talks ended with significant differences remaining, President Trump said he still planned to stick with the timetable he laid out earlier this week to sign a new pact in late November to replace the three-nation accord he has branded “a disaster.”

...",politics
"President Donald Trump said Tuesday he would send U.S. troops to guard the border with Mexico, escalating his campaign against illegal immigration as he vented frustration again over what he sees as lax U.S. law and a porous southern border.

“Until we can have a wall and proper security, we’re going to be guarding our border with the military. That’s a big step,” Mr. Trump told reporters.

The...",politics
"The death of Sen. John McCain is not just a moment to commemorate the life of an extraordinary man; it is an occasion to reflect on his principles. McCain was a hero and patriot, but he also was a politician who understood the importance of compromise. A staunch Republican, he nonetheless was able to reach across the aisle when he thought the interests of the American people demanded it.

Few lawmakers today follow McCain’s example of compromise. Whatever one party proposes, the other opposes reflexively. When a legislator...",politics
"Pope Francis doesn’t have to run for re-election and the world’s Catholics cannot choose to recall him from office. But given a detailed public allegation last weekend from an archbishop in the church that the Pope ignored evidence of sexual abuse by a cardinal, the spiritual leader of more than one billion people perhaps owes his flock at least an explanation. So far, they’re still waiting for one.

Answering the allegation has perhaps become more urgent today given the latest news on the abuse scandal in the United States....",world
"WASHINGTON—President Donald Trump is considering broad changes to his communications team and strategy, which he blames for failing to contain the controversy surrounding his firing of former FBI DirectorJames Comey, according to multiple administration officials.

Among other moves, Mr. Trump is again weighing replacing Press Secretary Sean Spicer, who returned to the briefing-room lectern on Friday after two days away on Naval reserve duty. But the president is considering a larger reorganization of his team, a White House...",politics
"ISTANBUL—Turkey’s central bank vowed to take action after inflation hit its highest pace in 15 years, fueling expectations that it will raise interest rates next week, but analysts questioned how far the institution could defy President Recep Tayyip Erdogan’s prescription of lending on the cheap.

Turkish annual consumer-price inflation hit 17.9%, up from July’s reading of 15.9%, as higher transport and energy costs were affected by a sharply weaker Turkish lira, the state statistics agency said Monday.

...",world
"The crisis engulfing the Catholic Church and the papacy has exposed deep rifts in the U.S. church.

The latest trigger is a letter released last week by Archbishop Carlo Maria Viganòaccusing Catholic officials, including Pope Francis, of covering up sexual abuse, allegedly by ex-Cardinal Theodore McCarrick among others.

While U.S. bishops...",world
"WASHINGTON—Ten days after his inauguration, President Donald Trump promised to “do a big number” on the Dodd-Frank law that tightened rules on financial firms after the 2008 crisis.

Behind the scenes, his then top economic adviser and a powerful senator settled on a less ambitious plan. And in recent weeks, Mr. Trump called a senior House lawmaker, urging him to move forward despite objections from Republicans who wanted broader changes.

...",politics
"Bernard-Henri Levy falsely claims that Turkey has been an unreliable ally (“NATO Should Give Turkey the Boot,” op-ed, Aug. 14), but that argument ignores decades of history. Turkey has been a proud and indispensable ally for over 60 years: as a front-line combatant against ISIS and other religious extremists, guardian of NATO’s southern flank and home to the alliance’s second-largest armed forces.

Mr. Levy accuses Turkey of spreading Islamist extremism and fomenting violence in Syria, but the opposite is true. We provide a...",world
"As the Wild Boars soccer players recover in hospital, people at the heart of one of the world’s most dramatic rescue missions tell the WSJ what it took to get the boys out alive from the depths of a flooded cave system in Thailand. Photo: Thai Navy SEAL via Reuters

MAE SAI, Thailand—Divers freed the last of 12 young soccer players and their coach from a dark, flooded cave in northern Thailand on Tuesday, capping a daring international rescue mission watched around the world.

The effort united a diverse team of global experts in the fields of emergency rescue and cave diving for one of the most challenging operations of its kind ever performed.

Thai...",world
"WASHINGTON—President Trump reversed course and ordered that the U.S. flag be flown at half-staff for the rest of the week to mark the death of John McCain, after drawing fire from lawmakers and veterans groups who said the Republican senator hadn’t been appropriately honored.

“Despite our differences on policy and politics, I respect Sen. John McCain’s service to our country and, in his honor, have signed a proclamation to fly the flag of the United States at half-staff until the day of his interment,” Mr. Trump said in a...",politics
"LONDON—Tony Flacks joined the British Labour Party in the early 1980s, seeing the center-left group as the natural political home for a high-school teacher working in a rundown North London district blighted by racism and discrimination.

He quit after more than three decades of membership in 2016, angry and fed up at what he perceived as the party’s reluctance to root out an ancient prejudice that he, a British Jew, saw flowering anew within its ranks: anti-Semitism. This year, for the same reason, his 29-year-old daughter...",politics
"When Justice Anthony Kennedy announced his retirement in June, liberal interest groups were apoplectic. Many Senate Democrats, including Minority Leader Chuck Schumer, vowed to oppose any nominee and kept their promise when President Trump nominated Judge Brett Kavanaugh. Liberal groups rail against him for transparently political reasons: They don’t like the way they think he will vote, as if he were a legislator.

The confirmation process for Supreme Court nominees hasn’t always been so contentious and partisan. The Senate...",politics
"Pope Francis issued a sweeping apology for the sexual abuse charges surrounding the Catholic church at the end of his two-day visit in Ireland.

A former Vatican ambassador to the U.S. accused Pope Francis of covering up misconduct by a prominent cardinal and called on him to resign, deepening a crisis over sexual abuse that is increasingly overshadowing his pontificate.

The pope said he wouldn’t respond. “I won’t say a word about it,” he told reporters aboard a flight from Dublin to Rome on Sunday night.

...",world
"WASHINGTON—President Trump renewed a threat to shut down the government unless Congress provides money for a wall at the southern border and enacts new curbs on immigration, reviving a battle he said last month should wait until Republicans gained more solid majorities after the November elections.

“I would be willing to ’shut down’ government if the Democrats do not give us the votes for Border Security, which includes the Wall!” Mr. Trump wrote on Twitter on Sunday. “Must get rid of Lottery, Catch & Release etc. and...",politics
